1.106860	1.940284	drumming
5.099464	6.265632	drumming
6.786108	7.642616	drumming
10.528351	11.549575	drumming
12.778322	13.766599	drumming
16.418429	17.508815	drumming
18.174253	18.912144	drumming
28.047052	28.962857	drumming
29.845700	30.609963	drumming
32.672147	33.726297	drumming
41.635740	42.577894	drumming
44.435833	45.473521	drumming
47.562055	48.645842	drumming
49.653890	50.428017	drumming
51.360299	52.371637	drumming
53.481782	54.394276	drumming
55.800918	56.670601	drumming
57.889458	59.009504	drumming
60.310715	61.282507	drumming
64.777688	65.993266	drumming
67.370245	68.358499	drumming
72.930901	73.952102	drumming
76.449135	77.427525	drumming
87.040077	87.735156	drumming
