2.430000	3.710000	drumming
6.960000	8.430000	drumming
12.590000	14.700000	drumming
21.560000	23.310000	drumming
32.230000	33.890000	drumming
36.830000	38.370000	drumming
40.660000	42.370000	drumming
50.740000	52.330000	drumming
54.240000	55.620000	drumming
61.920000	63.320000	drumming
64.980000	66.390000	drumming
82.760000	84.310000	drumming
89.560000	90.210000	drumming
91.870000	93.190000	drumming
94.500000	95.700000	drumming
97.650000	99.110000	drumming
104.830000	106.460000	drumming
108.680000	109.900000	drumming
112.670000	114.000000	drumming
116.240000	117.740000	drumming
120.210000	121.700000	drumming
125.300000	126.570000	drumming
127.450000	128.650000	drumming
130.270000	131.840000	drumming
138.520000	140.140000	drumming
146.820000	148.260000	drumming
151.890000	153.270000	drumming
160.880000	161.850000	drumming
163.340000	164.690000	drumming
166.680000	167.910000	drumming
171.020000	172.500000	drumming
176.250000	177.780000	drumming
179.310000	180.590000	drumming
183.080000	184.320000	drumming
186.640000	187.710000	drumming
189.230000	190.700000	drumming
196.920000	198.130000	drumming
202.220000	203.320000	drumming
213.320000	214.550000	drumming
216.430000	217.730000	drumming
227.430000	228.890000	drumming
231.480000	232.910000	drumming
238.590000	239.630000	drumming
