3.662125	4.823281	song
86.247505	87.676620	song
5.895128	7.199209	song
8.306771	9.628698	song
10.718414	11.951022	song
13.201513	14.612760	song
15.595292	17.006562	song
39.997548	42.427049	song
43.641809	44.928022	song
46.071316	47.250341	song
48.518687	49.804900	song
51.001787	52.341583	song
78.190830	80.423823	song
81.549266	82.835457	song
83.925182	85.229241	song
88.891380	90.284781	song
106.630355	108.952668	song
112.561211	113.829556	song
110.131704	111.489368	song
114.990718	116.223326	song
117.491681	118.867214	song
120.742934	122.172072	song
