0.630000	0.790000	call
1.230000	1.370000	call
1.980000	2.150000	call
2.580000	2.720000	call
3.060000	3.240000	call
3.720000	3.910000	call
4.340000	4.500000	call
5.590000	5.720000	call
6.260000	6.450000	call
6.930000	7.120000	call
7.610000	7.840000	call
8.260000	8.450000	call
8.990000	9.180000	call
9.580000	9.770000	call
10.100000	10.260000	call
10.770000	10.910000	call
11.370000	11.510000	call
11.890000	12.050000	call
12.410000	12.590000	call
13.070000	13.270000	call
13.710000	13.880000	call
14.160000	14.350000	call
14.700000	14.880000	call
15.150000	16.510000	call
16.860000	17.050000	call
17.590000	17.760000	call
