0.110000	0.280000	call
0.790000	0.970000	call
1.570000	1.740000	call
2.350000	2.500000	call
3.240000	3.420000	call
4.120000	4.290000	call
5.220000	5.370000	call
6.570000	6.750000	call
7.740000	7.920000	call
8.790000	8.970000	call
10.030000	10.200000	call
11.470000	11.640000	call
13.770000	13.933550	call
14.950000	15.120000	call
15.940000	16.140000	call
16.890000	17.070000	call
17.780000	17.940000	call
18.720000	18.890000	call
19.560000	19.730000	call
20.430000	20.600000	call
21.480000	21.670000	call
23.060000	23.199305	call
24.440000	24.630000	call
