0.960000	1.170000	song
3.440000	3.660000	song
5.630000	5.930935	song
7.210000	7.330000	song
7.630000	7.880000	song
9.800000	10.060000	song
11.930000	12.240000	song
16.268654	16.554432	song
18.510000	18.740000	song
22.830000	23.070000	song
24.995246	25.301733	song
28.730000	28.980000	song
30.884274	31.141550	song
37.813851	38.066496	song
39.840000	40.112503	song
42.130000	42.378021	song
42.950000	43.680000	song
46.100000	46.350000	song
54.870000	55.120000	song
59.920000	60.170000	song
66.880000	67.130000	song
69.010000	69.280000	song
74.560000	74.820000	song
77.560000	77.810000	song
84.190000	84.460000	song
86.380000	86.660000	song
93.680000	93.940000	song
95.940000	96.250000	song
98.300000	98.585225	song
100.740000	101.040000	song
105.725541	106.010000	song
107.870000	108.160000	song
110.230000	110.490000	song
115.010000	115.280000	song
