6.558891	6.854683	song
8.674454	8.931662	song
10.706424	10.957216	song
12.867000	13.124209	song
14.866819	15.156194	song
16.802335	17.123856	song
18.808586	19.097961	song
20.879138	21.149200	song
22.756781	23.071885	song
24.679437	24.943082	song
26.614953	26.936453	song
28.666214	29.013464	song
30.813929	31.174012	song
33.077390	33.386036	song
35.392293	35.688084	song
37.462845	37.784345	song
39.456233	39.764900	song
41.436761	41.758261	song
43.378707	43.725937	song
45.449259	45.757926	song
49.384594	49.757532	song
51.519449	51.879532	song
53.384232	53.680024	song
55.596250	55.956354	song
57.782547	58.091214	song
59.775936	60.213186	song
61.936512	62.322324	song
63.839877	64.264272	song
66.051895	66.373416	song
68.315355	68.636876	song
70.373047	70.707422	song
72.379296	72.739400	song
75.427251	75.825939	song
77.819318	78.166568	song
79.812706	80.147081	song
84.095277	84.506818	song
86.204410	86.564494	song
88.326405	88.673655	song
90.345514	90.705598	song
92.390345	92.724720	song
94.448037	94.795266	song
96.402843	96.660073	song
98.769189	99.077834	song
100.878322	101.212697	song
103.707648	103.977731	song
107.244305	107.630118	song
131.422179	131.782263	song
133.647058	133.929996	song
135.756192	136.154879	song
138.019653	138.366903	song
140.180229	140.514604	song
142.250781	142.572301	song
144.372775	144.720004	song
146.829144	147.176373	song
148.989720	149.324095	song
153.207987	153.580946	song
155.368563	155.664355	song
157.336231	157.683460	song
163.869401	164.203776	song
170.119639	170.402556	song
175.932617	176.305575	song
178.054611	178.376132	song
