0.236640	0.395744	call
2.929440	3.100794	call
5.275440	5.438648	call
5.663040	5.911915	call
6.401520	6.560645	call
7.058400	7.221608	call
8.543520	8.735270	call
9.620640	9.967432	call
10.412160	10.599827	call
10.909920	11.077212	call
13.166160	13.586389	call
11.917680	12.390951	call
14.936880	15.136797	call
15.508080	15.789601	call
16.381200	16.560721	call
17.311440	17.707211	call
17.988720	18.376303	call
20.502000	20.995687	call
21.501600	22.427746	call
25.251120	26.018162	call
26.222160	26.487347	call
26.789280	27.017759	call
