5.392491	5.654262	song
6.491931	6.971848	song
8.097463	8.367963	song
9.467400	9.750983	song
10.946406	11.208198	song
16.090217	16.378175	song
17.407800	17.687029	song
18.769011	19.039491	song
57.397749	57.711874	song
58.715331	59.151623	song
60.268509	60.539009	song
53.636966	53.898737	song
52.171046	52.642233	song
50.940720	51.211199	song
49.658040	49.919811	song
48.331731	48.610961	song
40.653103	41.002124	song
37.014480	37.276251	song
34.414217	34.728342	song
33.122811	33.393311	song
29.161337	29.423108	song
