1.720000	1.910000	call
3.330000	3.580000	call
6.740000	6.940000	call
9.370000	9.530000	call
12.650000	12.850000	call
14.880000	15.120000	call
17.940000	18.150000	call
19.640000	19.880000	call
21.630000	21.910000	call
22.640000	22.930000	call
24.050000	24.350000	call
25.670000	25.980000	call
27.870000	28.140000	call
30.300000	30.580000	call
34.420000	34.670000	call
37.580000	37.820000	call
39.060000	39.330000	call
41.520000	41.770000	call
45.800000	46.060000	call
48.960000	49.230000	call
60.200000	60.500000	call
63.580000	63.870000	call
64.870000	65.170000	call
69.770000	70.040000	call
72.770000	73.040000	call
82.640000	82.910000	call
86.600000	86.880000	call
89.530000	89.780000	call
93.040000	93.310000	call
103.570000	103.870000	call
110.710000	111.000000	call
113.160000	113.480000	call
115.210000	115.510000	call
116.380000	116.700000	call
118.050000	118.360000	call
119.920000	120.220000	call
122.730000	123.020000	call
124.250000	124.540000	call
125.680000	125.990000	call
127.050000	127.370000	call
129.410000	129.710000	call
