0.385657	13.305163	song
13.642613	20.198781	song
20.439816	25.477458	song
25.839013	28.827856	song
29.960721	30.756141	song
31.093588	33.696786	song
37.143581	40.301155	song
40.927840	42.494574	song
43.145367	43.916682	song
44.615684	47.966069	song
48.978428	49.797951	song
50.304123	50.786187	song
51.412887	53.654519	song
55.775631	57.366470	song
58.089572	58.716261	song
58.957300	66.646325	song
67.031992	71.105484	song
71.250114	79.156078	song
80.023809	86.049704	song
88.532364	90.894519	song
93.618215	94.799303	song
95.908053	96.992724	song
97.956855	102.801685	song
103.307845	105.838706	song
106.079754	113.383132	song
113.816995	115.070397	song
119.529538	121.072169	song
124.326146	125.820568	song
127.628334	132.063368	song
132.810598	135.124544	song
138.643659	141.560190	song
142.331503	143.271549	song
144.404409	145.995248	song
147.031697	148.839452	song
157.589055	162.144633	song
