0.126673	14.111356	song
17.379516	23.966505	song
27.513345	30.300147	song
33.365631	37.039143	song
39.800612	44.715519	song
47.274310	52.771912	song
57.433473	60.777637	song
63.336429	68.682023	song
71.874179	78.030480	song
83.046725	89.329699	song
93.408565	100.122226	song
104.758453	110.864085	song
114.106910	119.984530	song
122.720664	127.964920	song
131.562429	135.742634	song
139.922838	143.647020	song
148.663265	151.272726	song
156.060960	160.899863	song
166.194789	171.350374	song
175.809258	178.558059	song
181.370197	184.853700	song
189.793942	194.012148	song
198.711711	203.487278	song
208.579527	214.723160	song
219.524061	224.033615	song
228.796515	233.192063	song
238.486988	243.870585	song
249.140175	254.067750	song
259.413344	264.112907	song
267.786420	270.788567	song
281.923111	284.203222	song
288.446763	291.246233	song
292.994319	296.034467	song
300.113333	305.446260	song
310.817190	312.501939	song
317.264838	320.520330	song
336.797793	338.786556	song
340.281296	346.006909	song
351.187829	353.391937	song
358.180171	360.346277	song
364.703823	370.543442	song
376.079046	380.398590	song
384.591462	387.555606	song
391.647140	396.106024	song
406.417195	410.293384	song
415.398300	420.921237	song
429.040967	431.485753	song
436.463997	440.264182	song
445.280427	449.827983	song
454.806226	460.316496	song
468.512229	471.349701	song
493.808799	497.710323	song
503.068585	506.222739	song
513.215081	519.713398	song
527.947134	531.405303	song
539.930386	542.628518	song
562.275478	563.605543	song
567.671742	573.600032	song
580.871054	585.317271	song
592.081602	594.881072	song
600.061992	603.051471	song
606.218292	609.017763	song
614.756043	619.442939	song
627.816015	631.261516	song
637.151804	641.547352	song
647.969666	650.895809	song
655.405363	659.370223	song
675.381672	679.865892	song
686.338875	690.341737	song
693.673233	698.258790	song
704.275751	707.708586	song
