2.140903	2.631265	call
3.659867	4.377486	call
7.188170	7.798148	call
9.652002	10.202184	call
11.290570	11.864675	call
21.636273	23.693438	call
24.829686	26.229051	call
27.640369	28.154677	call
28.932086	29.434422	call
31.874332	32.448437	call
33.237812	33.847790	call
34.278362	34.756775	call
36.287701	36.760128	call
37.447855	38.661846	call
39.612679	40.126987	call
41.909066	42.465211	call
45.676576	46.304490	call
58.701397	59.263529	call
60.991804	61.464230	call
62.169899	63.132688	call
76.911030	77.951597	call
