0.999945	1.195999	call
1.759707	1.867553	call
2.230269	2.377322	call
2.509666	3.117489	call
3.475299	3.568428	call
3.833122	4.308587	call
4.529162	5.480092	call
5.509501	5.798707	call
5.833012	6.367298	call
6.411412	6.720233	call
6.764334	6.970207	call
7.220191	7.935837	call
8.264251	8.372097	call
9.073030	9.148994	call
9.546043	9.894048	call
10.416093	10.974869	call
11.141544	11.264083	call
11.577794	12.930651	call
13.352206	18.675449	call
30.331664	32.615859	call
36.037232	37.135214	call
50.722698	52.830431	call
52.977476	53.251966	call
55.977311	60.035928	call
60.447653	63.016156	call
66.555160	67.412938	call
