1.430600	1.623253	call
2.411684	2.622183	call
3.396336	3.574726	call
4.548665	4.702066	call
5.997102	6.154086	call
6.749862	6.960338	call
8.198299	8.376689	call
9.004572	9.165117	call
9.828683	9.903604	call
10.395929	10.552913	call
11.170094	11.259277	call
16.831843	16.960279	call
17.424062	17.566760	call
17.959199	18.155412	call
18.790445	18.986658	call
19.771529	19.882142	call
20.720506	20.806129	call
21.269913	21.416194	call
21.933483	22.040512	call
22.878892	23.064402	call
23.660192	23.745815	call
